站名,平均氣溫,絕對最高氣溫,絕對最低氣溫,總日照時數h,總日射量MJ/ m2,Year,Month,行政區,days_in_month,平均每日日照時數,平均每日日射量,ESH
農業試驗所,16.9,27.7,2.3,77.5,207.58,1999,12,台中市,31,2.5,6.696129032258065,1.8601846451612902
苗栗農改,15.7,27.4,3.6,,225.02,1999,12,苗栗縣,31,,7.258709677419355,2.016469548387097
臺大溪頭,12.2,21.7,0.1,,200.03,1999,12,南投縣,31,,6.45258064516129,1.7925269032258062
桃園農改,15.5,26.7,8.7,111.6,196.06,2000,1,桃園市,31,3.6,6.324516129032258,1.756950580645161
茶改場,14.9,26.7,6.8,102.7,168.04,2000,1,桃園市,31,3.312903225806452,5.420645161290322,1.5058552258064515
五峰站,11.5,22.2,1.5,98.6,234.7,2000,1,新竹縣,31,3.1806451612903226,7.570967741935483,2.103214838709677
苗栗農改,15.3,27.3,6,,255.63,2000,1,苗栗縣,31,,8.246129032258064,2.29077464516129
農業試驗所,16.9,28.7,8.9,34.7,256.39,2000,1,台中市,31,1.1193548387096774,8.270645161290322,2.297585225806451
臺中農改,16.6,28,7.8,167.3,230.94,2000,1,彰化縣,31,5.396774193548388,7.449677419354838,2.069520387096774
臺大溪頭,11.8,20.1,5.1,,231.01,2000,1,南投縣,31,,7.451935483870967,2.070147677419355
雲林分場,16.3,28.5,7.5,127.5,318.85,2000,1,雲林縣,31,4.112903225806452,10.285483870967743,2.857307419354839
義竹分場,17.3,28.4,10.45,,369.32,2000,1,嘉義縣,31,,11.913548387096776,3.3095837419354845
畜試所,17.2,29.9,7.4,118.2,246.2,2000,1,臺南市,31,3.812903225806452,7.941935483870967,2.2062696774193546
恆春畜試,21.4,29.2,15.3,187.7,434.35,2000,1,屏東縣,31,6.054838709677419,14.011290322580646,3.8923364516129033
高雄農改,19.5,31,9.6,148.0,261.91,2000,1,屏東縣,31,4.774193548387097,8.448709677419355,2.3470515483870966
蘭陽分場,16.9,26.6,8.6,92.6,205.52,2000,1,宜蘭縣,31,2.987096774193548,6.629677419354839,1.841724387096774
花蓮農改,18.1,26.6,10,60.3,224.55,2000,1,花蓮縣,31,1.9451612903225808,7.243548387096775,2.012257741935484
斑鳩分場,17.7,27,10.2,80.5,190.81,2000,1,台東縣,31,2.596774193548387,6.155161290322581,1.7099038064516128
桃園農改,14.9,24.7,10.6,47.2,143.93,2000,2,桃園市,29,1.627586206896552,4.963103448275862,1.3787501379310345
茶改場,14.7,28.4,8.7,127.8,66.54,2000,2,桃園市,29,4.406896551724138,2.2944827586206897,0.6374073103448276
五峰站,11.4,23.4,3.5,36.7,161.31,2000,2,新竹縣,29,1.2655172413793103,5.562413793103448,1.5452385517241378
苗栗農改,14.8,27.8,9.5,,184.98,2000,2,苗栗縣,29,,6.378620689655172,1.7719808275862068
農業試驗所,16.6,26.6,10.9,80.3,207.48,2000,2,台中市,29,2.768965517241379,7.15448275862069,1.9875153103448275
臺中農改,15.9,25.3,10.5,116.4,188.91,2000,2,彰化縣,29,4.013793103448276,6.514137931034482,1.8096275172413792
臺大溪頭,14.2,25.6,6.6,,200.52,2000,2,南投縣,29,,6.91448275862069,1.9208433103448277
雲林分場,15.9,27.4,9.4,85.6,258.33,2000,2,雲林縣,29,2.951724137931034,8.907931034482758,2.47462324137931
義竹分場,16.2,28.8,8.8,,301.44,2000,2,嘉義縣,29,,10.39448275862069,2.8875873103448275
畜試所,17,29.5,8.5,161.85,212.3,2000,2,臺南市,29,5.5810344827586205,7.320689655172414,2.0336875862068964
恆春畜試,21.3,29.1,15.4,146.7,409.79,2000,2,屏東縣,29,5.058620689655172,14.130689655172414,3.9255055862068966
高雄農改,19.9,30.5,12.3,89.7,235.17,2000,2,屏東縣,29,3.0931034482758624,8.109310344827586,2.252766413793103
蘭陽分場,15.9,27.4,11.2,22.0,128.28,2000,2,宜蘭縣,29,0.7586206896551724,4.423448275862069,1.2288339310344827
花蓮農改,17.3,26.7,11.9,23.7,177.37,2000,2,花蓮縣,29,0.8172413793103448,6.1162068965517244,1.699082275862069
斑鳩分場,17.4,31,11.2,40.8,156.71,2000,2,台東縣,29,1.406896551724138,5.403793103448276,1.501173724137931
桃園農改,16.4,27.3,11.3,72.1,237.25,2000,3,桃園市,31,2.325806451612903,7.653225806451613,2.126066129032258
五峰站,14.6,25.7,8.7,99.9,302.11,2000,3,新竹縣,31,3.2225806451612904,9.745483870967742,2.7072954193548386
台中農改,18.2,29.4,13.4,194.2,306.44,2000,3,台中市,31,6.264516129032257,9.88516129032258,2.746097806451613
雲林分場,18.4,29,12.8,151.75,391.76,2000,3,雲林縣,31,4.895161290322581,12.637419354838707,3.5106750967741926
義竹分場,18.8,29.7,13.4,,492.84,2000,3,嘉義縣,31,,15.89806451612903,4.416482322580644
高雄農改,23,31,15.6,,325.68,2000,3,屏東縣,31,,10.505806451612903,2.9185130322580646
斑鳩分場,19.5,28.9,13.4,68.1,209.4,2000,3,台東縣,31,2.196774193548387,6.754838709677419,1.876494193548387
花蓮農改,19.7,28.3,13.4,73.0,272.29,2000,3,花蓮縣,31,2.3548387096774195,8.783548387096776,2.440069741935484
蘭陽分場,18.8,27.9,13.3,73.2,259.46,2000,3,宜蘭縣,31,2.361290322580645,8.369677419354838,2.325096387096774
茶改場,17.2,32.6,11.2,94.25,95.12,2000,3,桃園市,31,3.040322580645161,3.068387096774193,0.8523979354838708
畜試所,19.9,30.7,14.1,132.7,347.74,2000,3,臺南市,31,4.280645161290322,11.217419354838707,3.1161990967741926
恆春畜試,23.2,29.5,17.7,181.5,522.94,2000,3,屏東縣,31,5.854838709677419,16.869032258064518,4.686217161290323
農業試驗所,19.2,28.8,14,83.1,319.06,2000,3,台中市,31,2.6806451612903226,10.29225806451613,2.859189290322581
苗栗農改,19.25,32.65,9.75,,,2000,3,苗栗縣,31,,,
臺大溪頭,14.6,23.4,8.3,,273.1,2000,3,南投縣,31,,8.80967741935484,2.4473283870967744
桃園農改,21.35,30.35,14.3,105.25,306.64,2000,4,桃園市,30,3.5083333333333333,10.221333333333332,2.8394863999999997
五峰站,17.3,26.8,9.3,77.3,265.53,2000,4,新竹縣,30,2.5766666666666667,8.850999999999999,2.4588077999999998
台中農改,22.7,30.7,14.4,158.5,281.56,2000,4,台中市,30,5.283333333333333,9.385333333333334,2.6072456
雲林分場,22.8,32.7,12.9,110.8,350.09,2000,4,雲林縣,30,3.693333333333333,11.669666666666666,3.2418334
義竹分場,23.3,,,,,2000,4,嘉義縣,30,,,
高雄農改,25.4,32.6,17.9,142.3,350.84,2000,4,屏東縣,30,4.743333333333334,11.694666666666668,3.2487784000000004
斑鳩分場,21.8,35.5,13.4,54.9,212.57,2000,4,台東縣,30,1.83,7.085666666666667,1.9683982
花蓮農改,22,29.6,14.9,15.3,281.82,2000,4,花蓮縣,30,0.51,9.394,2.6096532
蘭陽分場,21.2,30.1,14.9,,305.24,2000,4,宜蘭縣,30,,10.174666666666669,2.8265224000000004
茶改場,20.7,34.1,13,52.3,296.595,2000,4,桃園市,30,1.7433333333333332,9.886500000000002,2.7464697000000005
畜試所,24.05,34,15.6,140.7,349.47,2000,4,臺南市,30,4.69,11.649,3.2360922
恆春畜試,25.4,32.6,18.7,166.5,561.39,2000,4,屏東縣,30,5.55,18.713,5.1984714
農業試驗所,22.7,30.4,13.8,116.6,272.87,2000,4,台中市,30,3.8866666666666654,9.095666666666666,2.5267762
苗栗農改,*21.0,*30.0,*11.6,,,2000,4,苗栗縣,30,,,
臺大溪頭,17.2,24.6,6.4,,259.71,2000,4,南投縣,30,,8.657,2.4049146
茶改場,24.8,37,16.7,108.65,,2000,5,桃園市,31,3.5048387096774194,,
桃園農改,23.85,31.35,16.7,84.0,335.115,2000,5,桃園市,31,2.7096774193548385,10.81016129032258,3.0030628064516125
五峰站,19.7,29,14.2,137.9,409.09,2000,5,新竹縣,31,4.448387096774193,13.196451612903225,3.665974258064516
苗栗農改,24.5,33.4,17.3,,521.96,2000,5,苗栗縣,31,,16.837419354838712,4.677435096774194
台中農改,25.5,34.2,18.9,245.6,390.06,2000,5,台中市,31,7.922580645161291,12.58258064516129,3.495440903225806
臺大溪頭,18.4,24.9,12.2,,304.23,2000,5,南投縣,31,,9.813870967741936,2.7262933548387096
雲林分場,25.2,34.7,18,177.7,431.1,2000,5,雲林縣,31,5.732258064516128,13.906451612903227,3.8632122580645163
義竹分場,25.8,33.2,19.4,,565.12,2000,5,嘉義縣,31,,18.22967741935484,5.064204387096774
畜試所,26.3,36.5,18.9,155.4,375.26,2000,5,臺南市,31,5.012903225806451,12.10516129032258,3.362813806451612
高雄農改,26.8,35.2,20.7,139.8,357.94,2000,5,屏東縣,31,4.509677419354839,11.546451612903226,3.2076042580645163
恆春畜試,26.5,32.9,20.5,111.8,561.99,2000,5,屏東縣,31,3.606451612903226,18.128709677419355,5.036155548387097
蘭陽分場,23.9,32.9,16.8,,445.36,2000,5,宜蘭縣,31,,14.366451612903226,3.991000258064516
花蓮農改,24,32.4,16.7,81.1,387.15,2000,5,花蓮縣,31,2.616129032258064,12.488709677419354,3.4693635483870966
斑鳩分場,23.2,34.7,16,83.3,282.85,2000,5,台東縣,31,2.6870967741935483,9.124193548387098,2.5347009677419354
農業試驗所,25.3,34.1,18.5,136.1,406.86,2000,5,台中市,31,4.390322580645161,13.12451612903226,3.6459905806451616
茶改場,26.3,33.7,15.5,198.8,449.85,2000,6,桃園市,30,6.626666666666667,14.995,4.165610999999999
桃園農改,27.8,35.4,17.8,174.9,445.38,2000,6,桃園市,30,5.83,14.846,4.1242187999999995
五峰站,21.7,30.1,12.2,139.9,427.19,2000,6,新竹縣,30,4.663333333333333,14.239666666666666,3.9557794
苗栗農改,26.9,34.1,16.4,,544.34,2000,6,苗栗縣,30,,18.14466666666667,5.040588400000001
台中農改,27.7,34.8,17.8,233.8,396.89,2000,6,台中市,30,7.793333333333334,13.229666666666668,3.6752014
臺大溪頭,20,26.9,15.7,,323.15,2000,6,南投縣,30,,10.771666666666668,2.9923690000000005
雲林分場,27.3,36.2,17.6,182.6,421.22,2000,6,雲林縣,30,6.086666666666667,14.040666666666668,3.9004972
義竹分場,28,34.7,18.4,,576.45,2000,6,嘉義縣,30,,19.215,5.337927
畜試所,28,36.1,19.2,190.0,384.51,2000,6,臺南市,30,6.333333333333333,12.817,3.5605626
高雄農改,28.5,35.5,20.8,,412.79,2000,6,屏東縣,30,,13.759666666666668,3.8224354000000003
恆春畜試,28,33.4,20.6,137.4,600.55,2000,6,屏東縣,30,4.58,20.01833333333333,5.561092999999999
蘭陽分場,26.9,34.9,18.2,,518.21,2000,6,宜蘭縣,30,,17.273666666666667,4.7986246
花蓮農改,27,33.3,18.8,111.1,511.27,2000,6,花蓮縣,30,3.703333333333333,17.042333333333332,4.734360199999999
斑鳩分場,26.1,35.7,17.5,139.0,360.61,2000,6,台東縣,30,4.633333333333334,12.020333333333332,3.3392485999999995
農業試驗所,27.2,35.4,18.4,129.7,394.1,2000,6,台中市,30,4.323333333333333,13.136666666666668,3.6493660000000006
茶改場,27.6,34.3,22.3,210.3,474.75,2000,7,桃園市,31,6.783870967741936,15.314516129032258,4.254372580645161
桃園農改,28.3,34.3,22.6,204.1,513.91,2000,7,桃園市,31,6.583870967741936,16.57774193548387,4.605296709677419
五峰站,22.6,31.2,17.9,150.8,461.31,2000,7,新竹縣,31,4.864516129032259,14.880967741935484,4.133932838709677
苗栗農改,27.8,36.4,22.1,,524.04,2000,7,苗栗縣,31,,16.904516129032256,4.696074580645161
台中農改,28.4,35,22.7,233.1,400.69,2000,7,台中市,31,7.519354838709678,12.925483870967742,3.5906994193548387
臺大溪頭,20.4,27.3,16.4,,322.84,2000,7,南投縣,31,,10.414193548387097,2.8930629677419355
雲林分場,27.6,35.2,22.6,145.5,398.34,2000,7,雲林縣,31,4.693548387096774,12.84967741935484,3.569640387096775
義竹分場,28,35.6,23.5,,514.97,2000,7,嘉義縣,31,,16.61193548387097,4.614795677419355
畜試所,27.4,34.9,21.8,128.7,324.64,2000,7,臺南市,31,4.151612903225806,10.47225806451613,2.909193290322581
高雄農改,27.6,36.9,23.4,114.6,322.16,2000,7,屏東縣,31,3.696774193548387,10.39225806451613,2.8869692903225808
恆春畜試,27.8,33.3,23.7,104.7,488.97,2000,7,屏東縣,31,3.3774193548387097,15.773225806451611,4.381802129032257
蘭陽分場,27.8,34.8,22.4,,602.44,2000,7,宜蘭縣,31,,19.43354838709677,5.398639741935483
花蓮農改,27.6,33.9,22.8,124.0,579.67,2000,7,花蓮縣,31,4.0,18.69903225806452,5.194591161290323
斑鳩分場,26.2,36,21.4,125.2,356.93,2000,7,台東縣,31,4.038709677419355,11.513870967741935,3.1985533548387095
農業試驗所,28.4,38.2,22.6,113.9,383.59,2000,7,台中市,31,3.674193548387097,12.373870967741937,3.43746135483871
桃園農改,27.8,36.5,23.4,189.8,430.0,2000,8,桃園市,31,6.122580645161291,13.870967741935484,3.853354838709677
茶改場,26.8,35.7,22.3,175.7,394.19,2000,8,桃園市,31,5.66774193548387,12.715806451612902,3.5324510322580642
五峰站,21.6,29,18,117.7,369.61,2000,8,新竹縣,31,3.796774193548387,11.922903225806452,3.3121825161290324
苗栗農改,27.1,33.8,21.9,,480.46,2000,8,苗栗縣,31,,15.498709677419354,4.3055415483870965
農業試驗所,28.2,37.8,23.5,132.2,368.37,2000,8,台中市,31,4.264516129032257,11.882903225806452,3.301070516129032
臺中農改,27.7,34.3,23.5,222.5,372.96,2000,8,彰化縣,31,7.17741935483871,12.030967741935482,3.3422028387096767
臺大溪頭,20.7,30.8,10.4,,274.19,2000,8,南投縣,31,,8.84483870967742,2.457096193548387
雲林分場,27,34.9,22.4,163.4,381.66,2000,8,雲林縣,31,5.270967741935484,12.311612903225807,3.4201660645161294
義竹分場,27.4,34.3,23.3,,501.37,2000,8,嘉義縣,31,,16.17322580645161,4.492922129032258
畜試所,27.2,34.5,22.4,155.7,341.76,2000,8,臺南市,31,5.02258064516129,11.024516129032255,3.0626105806451602
恆春畜試,27.9,32.7,23.4,146.0,558.59,2000,8,屏東縣,31,4.709677419354839,18.01903225806452,5.005687161290323
高雄農改,27.1,35,22.5,143.4,329.42,2000,8,屏東縣,31,4.625806451612903,10.626451612903226,2.9520282580645163
蘭陽分場,27.5,34.8,23.1,168.8,503.82,2000,8,宜蘭縣,31,5.445161290322581,16.25225806451613,4.514877290322581
花蓮農改,27.5,34.7,22.9,151.8,530.76,2000,8,花蓮縣,31,4.896774193548388,17.121290322580645,4.756294451612903
斑鳩分場,26.1,33.4,21.5,146.1,346.95,2000,8,台東縣,31,4.712903225806452,11.191935483870967,3.1091196774193546
桃園農改,25.9,33.3,18.7,197.0,385.65,2000,9,桃園市,30,6.566666666666666,12.855,3.571119
五峰站,20,28,15.1,122.0,362.09,2000,9,新竹縣,30,4.066666666666666,12.069666666666668,3.3529534000000005
台中農改,26.8,36.9,21.2,245.2,372.69,2000,9,台中市,30,8.173333333333334,12.423,3.4511094
雲林分場,26.3,34.8,20,181.3,406.54,2000,9,雲林縣,30,6.043333333333334,13.551333333333334,3.7645604
義竹分場,26.9,34.1,20,,552.11,2000,9,嘉義縣,30,,18.403666666666663,5.112538599999999
高雄農改,27.1,33.2,21.3,126.4,314.47,2000,9,屏東縣,30,4.213333333333334,10.482333333333337,2.9119922000000007
斑鳩分場,24.8,32.4,18.7,120.7,282.13,2000,9,台東縣,30,4.023333333333333,9.404333333333334,2.6125238
花蓮農改,26.1,32.8,20.4,89.25,405.87,2000,9,花蓮縣,30,2.975,13.529,3.7583561999999997
蘭陽分場,26,33.6,20.7,149.0,447.09,2000,9,宜蘭縣,30,4.966666666666667,14.903,4.1400534
茶改場,25.1,33,19.2,174.7,377.94,2000,9,桃園市,30,5.823333333333333,12.598,3.4997244000000003
畜試所,26.8,34.1,21,151.0,352.4,2000,9,臺南市,30,5.033333333333333,11.746666666666666,3.2632239999999997
恆春畜試,27.3,32.2,21.6,228.5,601.28,2000,9,屏東縣,30,7.616666666666666,20.042666666666666,5.5678528
農業試驗所,27.5,36.9,20,121.5,392.45,2000,9,台中市,30,4.05,13.081666666666669,3.6340870000000005
苗栗農改,25.4,33.1,18.9,,463.13,2000,9,苗栗縣,30,,15.437666666666669,4.2885838000000005
臺大溪頭,18.8,25.7,12.8,,285.7,2000,9,南投縣,30,,9.523333333333332,2.6455819999999997
茶改場,23.7,32,16.7,144.4,295.84,2000,10,桃園市,31,4.658064516129032,9.543225806451613,2.651108129032258
桃園農改,24.6,33.5,18.5,154.8,304.7,2000,10,桃園市,31,4.993548387096775,9.829032258064515,2.7305051612903224
五峰站,19.5,26.6,13,114.3,335.05,2000,10,新竹縣,31,3.687096774193548,10.808064516129033,3.002480322580645
苗栗農改,23.75,33.9,16.7,,413.98,2000,10,苗栗縣,31,,13.354193548387098,3.7097949677419355
台中農改,25.7,32.8,19.8,223.8,329.72,2000,10,台中市,31,7.219354838709678,10.636129032258063,2.95471664516129
臺大溪頭,19,25.2,14.5,,230.66,2000,10,南投縣,31,,7.440645161290322,2.0670112258064517
雲林分場,25.3,33.9,18.7,151.9,355.6,2000,10,雲林縣,31,4.9,11.470967741935484,3.1866348387096775
義竹分場,25.8,33.6,18.8,,477.31,2000,10,嘉義縣,31,,15.397096774193548,4.277313483870968
畜試所,26.1,33.8,19.3,113.8,308.96,2000,10,臺南市,31,3.670967741935484,9.966451612903224,2.768680258064516
高雄農改,27.1,34.1,21.9,121.4,274.34,2000,10,屏東縣,31,3.916129032258065,8.849677419354839,2.458440387096774
恆春畜試,27,32.4,21.9,216.9,524.04,2000,10,屏東縣,31,6.996774193548387,16.904516129032256,4.696074580645161
蘭陽分場,24.5,32.1,18.5,92.9,298.6,2000,10,宜蘭縣,31,2.996774193548388,9.63225806451613,2.675841290322581
花蓮農改,25.2,31.7,18.9,117.7,370.5,2000,10,花蓮縣,31,3.796774193548387,11.951612903225806,3.3201580645161286
斑鳩分場,24.4,31.9,18.5,131.4,273.57,2000,10,台東縣,31,4.238709677419355,8.824838709677419,2.4515401935483867
農業試驗所,25.7,33.9,19.5,159.1,359.75,2000,10,台中市,31,5.132258064516129,11.60483870967742,3.223824193548387
茶改場,20.3,29.7,12.4,107.5,220.3,2000,11,桃園市,30,3.583333333333333,7.343333333333334,2.039978
桃園農改,,,,,,2000,11,桃園市,30,,,
五峰站,17.1,25.6,8.5,76.1,278.05,2000,11,新竹縣,30,2.536666666666666,9.268333333333334,2.5747430000000002
苗栗農改,20.9,30.4,14,,278.19,2000,11,苗栗縣,30,,9.273,2.5760394
台中農改,22.1,31.3,15.6,154.3,219.65,2000,11,台中市,30,5.1433333333333335,7.321666666666667,2.0339590000000003
臺大溪頭,17.1,24.5,10.7,,253.79,2000,11,南投縣,30,,8.459666666666667,2.3500954
雲林分場,21.8,31.5,15.1,72.2,231.69,2000,11,雲林縣,30,2.4066666666666667,7.723,2.1454494
義竹分場,22.1,30.1,15.2,,337.98,2000,11,嘉義縣,30,,11.266,3.1296947999999998
畜試所,22.6,31,15.9,82.1,232.04,2000,11,臺南市,30,2.7366666666666664,7.734666666666667,2.1486904
高雄農改,24.3,31.5,17.8,115.2,242.07,2000,11,屏東縣,30,3.84,8.068999999999999,2.2415681999999997
恆春畜試,25.6,31.4,20.1,182.6,440.73,2000,11,屏東縣,30,6.086666666666667,14.691,4.0811598
蘭陽分場,21,29.3,14.9,29.2,144.36,2000,11,宜蘭縣,30,0.9733333333333332,4.812,1.3367736000000001
花蓮農改,22.6,29.7,17,61.6,244.64,2000,11,花蓮縣,30,2.053333333333333,8.154666666666666,2.2653663999999996
斑鳩分場,22.4,32.1,16.1,98.0,223.17,2000,11,台東縣,30,3.2666666666666666,7.438999999999999,2.0665541999999997
農業試驗所,22.4,31.9,15.3,77.5,243.43,2000,11,台中市,30,2.583333333333333,8.114333333333333,2.2541618
茶改場,17.8,26.3,10.6,119.6,203.07,2000,12,桃園市,31,3.858064516129032,6.550645161290323,1.8197692258064515
桃園農改,18.8,26.5,13.2,128.5,210.01,2000,12,桃園市,31,4.145161290322581,6.774516129032258,1.8819605806451611
五峰站,14.1,24,3.6,114.9,257.37,2000,12,新竹縣,31,3.706451612903226,8.30225806451613,2.3063672903225805
苗栗農改,16.15,27.85,3.4,,252.82,2000,12,苗栗縣,31,,8.15548387096774,2.2655934193548384
台中農改,19.3,27.5,12.8,188.8,243.65,2000,12,台中市,31,6.090322580645162,7.859677419354839,2.1834183870967743
臺大溪頭,14.2,23.1,6.4,,250.88,2000,12,南投縣,31,,8.09290322580645,2.248208516129032
雲林分場,19,28.1,11.5,126.9,264.15,2000,12,雲林縣,31,4.093548387096774,8.520967741935483,2.367124838709677
義竹分場,19.4,27.9,12.4,,379.32,2000,12,嘉義縣,31,,12.236129032258065,3.39919664516129
畜試所,19.9,29,12.6,99.3,231.06,2000,12,臺南市,31,3.203225806451613,7.453548387096775,2.070595741935484
高雄農改,21.8,30.8,15.3,116.1,227.49,2000,12,屏東縣,31,3.7451612903225806,7.338387096774194,2.038603935483871
恆春畜試,23.4,31.6,17.6,128.7,347.42,2000,12,屏東縣,31,4.151612903225806,11.207096774193548,3.113331483870968
蘭陽分場,18.7,27,13.6,27.4,135.25,2000,12,宜蘭縣,31,0.8838709677419354,4.362903225806452,1.2120145161290323
花蓮農改,20.2,28.5,13.5,66.1,232.45,2000,12,花蓮縣,31,2.1322580645161286,7.498387096774193,2.083051935483871
斑鳩分場,17.95,27.9,7.9,69.35,174.125,2000,12,台東縣,31,2.237096774193548,5.616935483870968,1.5603846774193548
農業試驗所,19.5,29,11.2,133.8,255.86,2000,12,台中市,31,4.316129032258065,8.253548387096775,2.292835741935484
桃園農改,16.7,30.2,8.6,127.6,216.29,2001,1,桃園市,31,4.116129032258065,6.977096774193548,1.9382374838709675
茶改場,15.4,25.4,8.2,111.5,220.1,2001,1,桃園市,31,3.596774193548387,7.1,1.9723799999999998
五峰站,12.1,21.2,2.8,118.4,274.35,2001,1,新竹縣,31,3.819354838709677,8.850000000000001,2.45853
苗栗農改,,,,,,2001,1,苗栗縣,31,,,
農業試驗所,17.2,29.8,9.1,137.3,258.84,2001,1,台中市,31,4.429032258064517,8.349677419354839,2.319540387096774
臺中農改,16.9,27.4,9.6,188.9,246.94,2001,1,彰化縣,31,6.093548387096774,7.965806451612903,2.2129010322580647
臺大溪頭,12.3,22.5,5.1,,241.51,2001,1,南投縣,31,,7.790645161290322,2.1642412258064514
雲林分場,16.7,28,8.4,150.2,294.97,2001,1,雲林縣,31,4.84516129032258,9.51516129032258,2.6433118064516123
義竹分場,17.3,28.7,9.7,,394.57,2001,1,嘉義縣,31,,12.728064516129033,3.535856322580645
畜試所,17.8,29.6,9.2,132.2,251.41,2001,1,臺南市,31,4.264516129032257,8.11,2.2529579999999996
恆春畜試,21.8,28.8,16.5,179.6,423.57,2001,1,屏東縣,31,5.793548387096774,13.663548387096776,3.7957337419354844
高雄農改,20.3,29.6,12.5,157.4,262.64,2001,1,屏東縣,31,5.077419354838709,8.47225806451613,2.3535932903225807
蘭陽分場,17.2,25.9,10.4,83.0,224.05,2001,1,宜蘭縣,31,2.677419354838709,7.22741935483871,2.0077770967741935
花蓮農改,18.2,26.2,10.9,85.8,252.13,2001,1,花蓮縣,31,2.767741935483871,8.133225806451613,2.2594101290322577
